Date,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max)(kg),Hospital Names,Temperature(C),Temperature(F)
2009-11-09,2009,21 Thw al-Qi`dah 1430 A.H,Holiday,iqbal day,9.45 AM,peshawar,34.0043,71.5448,kpk,Police & Rangers check post near busy intersection that connects Charsaddaroad and ring road-Faqirabad,police_rangers,high,open,,police_rangers,,,3,5,7,1,7.0,,15.475,59.855
2009-11-10,2009,22 Thw al-Qi`dah 1430 A.H,Working Day,,4:30 PM,charsadda,34.1509,71.7359,kpk,ghafoor market in Charsaddabazar-tangi road Farooq e Azam Chowk,market,low,open,,civilian,,32,34,60,100,1,60.0,['lady reading hospital peshawar'],15.49,59.882
2009-11-13,2009,25 Thw al-Qi`dah 1430 A.H,Working Day,,6.45 AM,peshawar,34.0043,71.5448,kpk,Military Check point at the entrance of regional HQ ISI,military,high,open,,military,,10,13,47,70,1,400.0,"['lady reading hospital', 'combined military hospital', 'khyber teaching hospital', 'peshawar']",17.425,63.365
2009-11-13,2009,25 Thw al-Qi`dah 1430 A.H,Working Day,,7.15 am,bannu,32.9861,70.6042,kpk,Bakakhel Police & Rangers station on bannu-miranshah road,police_rangers,high,closed,,police_rangers,,7,8,22,29,1,200.0,,10.7,51.26
2009-11-14,2009,26 Thw al-Qi`dah 1430 A.H,Working Day,,4:15 PM,peshawar,34.0043,71.5448,kpk,Police & Rangers check post on Pishtakhara Intersection,police_rangers,high,open,,police_rangers,,,12,25,35,1,55.0,[' lrh peshawar khyber teaching hayatabad medical'],17.01,62.618
2009-11-16,2009,28 Thw al-Qi`dah 1430 A.H,Working Day,,,peshawar,34.0043,71.5448,kpk,check point outside Badbher-Police & Rangers station,police_rangers,high,open,,police_rangers,,,3,,43,1,250.0,['lrh'],14.65,58.37
2009-11-19,2009,2 Thw al-Hijjah 1430 A.H,Working Day,,10.20 am,peshawar,34.0043,71.5448,kpk,"Main Gate of the Judicial
Complex on Khyber Road",government,high,open,,government official,,20,22,46,50,1,10.0,['lady reading hospital peshawar'],15.72,60.296
2009-12-01,2009,14 Thw al-Hijjah 1430 A.H,Working Day,,,swat,35.2227,72.4258,kpk,"District Mangora-Tehsil Kabal
-Dherai area",residence,medium,closed,,government official,,1,2,11,30,1,10.0,,13.83,56.894
2009-12-02,2009,15 Thw al-Hijjah 1430 A.H,Working Day,,1:30:00 PM,islamabad,33.718,73.0718,capital,Naval Complex,military,high,open,,military,,,2,10,18,1,12.0,,15.595,60.071
2009-12-04,2009,17 Thw al-Hijjah 1430 A.H,Working Day,,During Friday prayer,rawalpindi,33.6058,73.0437,punjab,Qasim market-Parade Lane Masjid,religious,medium,closed,,military,,36,40,75,83,1,0.0,[' cmh rawalpindi dhq rawalpindi afic      mh'],16.04,60.872
2009-12-07,2009,20 Thw al-Hijjah 1430 A.H,Working Day,,12:30 PM,peshawar,34.0043,71.5448,kpk,"At the Gate of Peshawar
Session Court",government,high,open,,government official,,9,11,37,50,1,8.0,['lady reading hospital peshawar'],13.765,56.777
2009-12-07,2009,21 Thw al-Hijjah 1430 A.H,Working Day,,8.42 pm,lahore,31.5451,74.3407,punjab,Moon Market LahoreAllama Iqbal Town,market,low,open,,civilian,,38,45,100,135,2,0.0,"[' jinnah hospital sheikh zahyad hospital mayo hospital services hospital', 'farooq hospital']",13.12,55.616
2009-12-08,2009,21 Thw al-Hijjah 1430 A.H,Working Day,,12.10 PM,multan,30.1886,71.4559,punjab,checkpost near ISI Office building in Qasim Bala area -Multan Cantt,military,high,open,,military,,8,15,47,61,1,1000.0,[' cmh nishtar hospital'],14.84,58.712
2009-12-15,2009,28 Thw al-Hijjah 1430 A.H,Working Day,,2.30 pm,d.g khan,30.05,70.6333,kpk,Khosa market near-house of Zulfiqar ali Khosa,residence,medium,open,,government official,,24,33,55,70,1,1000.0,['district headquarters hospitals'],16.34,61.412
2009-12-17,2009,30 Thw al-Hijjah 1430 A.H,Working Day,,,bannu,32.9861,70.6042,kpk,Essakhel village-house of Local political leader,residence,medium,closed,,government official,,,0,,0,1,0.0,,6.315,43.367
2009-12-18,2009,1 MuHarram 1431 A.H. ,Working Day,,1.30 pm,dir,34.8453,71.9046,kpk,mosque on Khursheed Police & Rangers line- civil colony in Timergarah,religious,medium,closed,,police_rangers,,,12,28,35,1,20.0,['dhq timergara'],10.69,51.242
2009-12-22,2009,5 MuHarram 1431 A.H,Working Day,,11:40 AM,peshawar,34.0043,71.5448,kpk,"Main Gate PeshawarPress 
Club",office building,low,closed,,media,,1,3,21,24,1,10.0,['lady reading hospital peshawar'],13.12,55.616
2009-12-24,2009,7 MuHarram 1431 A.H,Working Day,,11.57 am,peshawar,34.0043,71.5448,kpk,junction of mall road and Arbab Road-near PIA Building,police_rangers,high,open,,government official,,4,5,24,25,1,10.0,['lady reading hospital peshawar'],13.48,56.264
2009-12-24,2009,7 MuHarram 1431 A.H,Working Day,,10.18 pm,islamabad,33.718,73.0718,capital,Majlis in Shakrial-near darbad saein boota,religious,medium,open,Shia Religious Gathering ,religious,shiite,,1,1,4,1,0.0,['pims'],12.7,54.86
2009-12-28,2009,11 MuHarram 1431 A.H,Holiday,ashura,6.30 pm,muzaffarabad,34.3597,73.4711,ajk,CMH Road-Muzaffarabad,parks_grounds,medium,open,Muharram Procession,religious,shiite,10,15,81,100,1,0.0,,9.525,49.145
2010-01-01,2010,15 MuHarram 1431 A.H,Working Day,,5:00:00 PM,lakki marwat,32.6018,70.9148,kpk,Peshawarshah Hasankhel village ground,parks_grounds,medium,open,,civilian,,88,100,37,100,1,250.0,['near local hospital'],6.805,44.249
2010-01-06,2010,20 MuHarram 1431 A.H,Working Day,,6:50:00 AM,sudhanoti,33.706,73.7242,ajk,Military Base in tarar khal town sudhanoti district,military,high,open,,military,,,4,11,12,1,0.0,['cmh rawala kot'],11.39,52.502
2010-01-08,2010,22 MuHarram 1431 A.H,Working Day,,,khyber agency,34.0211,71.2874,kpk,at the gate of the headquarters of the militant group Ansar-ul-Islam in the Tirah area,religious,low,open,Ansar-ul-Islam (AI) Shura,religious,,,8,,11,1,0.0,,11.33,52.394
2010-01-08,2010,22 MuHarram 1431 A.H,Working Day,,,peshawar,34.0043,71.5448,kpk,Adezai village in Matni on the outskirts of Peshawar,police_rangers,high,open,,police_rangers,,,0,,6,1,0.0,,12.075,53.735
2010-01-16,2010,30 MuHarram 1431 A.H,Working Day,,"10:00:00 AM,10:15 AM",poonch,33.8243,73.7949,ajk,Dothan village near rawlakot,attack on Convoy,high,open,,police_rangers,,,1,1,2,1,600.0,['cmh rawala kot'],12.41,54.338
2010-01-23,2010,8 safar 1431 A.H,Working Day,,,tank,32.226,70.3761,kpk,gomal Police & Rangers station,police_rangers,high,open,,police_rangers,,4,5,3,11,1,0.0,,6.015,42.827
2010-01-29,2010,14 safar 1431 A.H,Working Day,,,bajaur agency,34.8718,71.5249,fata,Bajor agency headquarter (khar town) security check post,military,high,open,,military,,16,17,26,47,1,0.0,['district headquarter hospital timra'],6.905,44.429
2010-02-10,2010,26 safar 1431 A.H,Working Day,,,khyber agency,34.0211,71.2874,kpk,Jamrud tehsil Khyber agency,attack on Convoy,high,open,,military,,17,22,6,11,1,0.0,['hayatabad meical hospital'],8.07,46.526
2010-02-11,2010,27 safar 1431 A.H,Working Day,,Maghrib prayers,bannu,32.9861,70.6042,kpk,Bannu Police & Rangers Lines 2-,police_rangers,high,open,,police_rangers,,,15,25,30,2,0.0,['district headquarter hospital bannu  combined military hospital'],2.32,36.176
2010-02-18,2010,4 Raby` al-awal 1431 A.H,Working Day,,,khyber agency,34.0211,71.2874,kpk,LI center near Darss Mosque in akakhel area of Tirah valley,religious,medium,open,Lashkar-e-Islam Commander was the target,anti_militants,sunni,22,31,30,110,1,40.0,['mashte hospital'],11.835,53.303
2010-02-20,2010,6 Raby` al-awal 1431 A.H,Working Day,,9:30:00 AM,mansehra,34.3333,73.2,kpk,Balakot Police & Rangers station,police_rangers,high,open,,police_rangers,,,1,4,10,2,5.0,['manseehra district headquarters hospital'],13.74,56.732
2010-02-22,2010,8 Raby` al-awal 1431 A.H,Working Day,,4:20:00 AM,swat,35.2227,72.4258,kpk,Mingora-Nishat Chowk,attack on Convoy,high,open,attack on security forces vehicle,military,,7,13,37,41,1,0.0,['cmh hospital seydo hospital'],11.66,52.988
2010-02-27,2010,13 Raby` al-awal 1431 A.H,Holiday,eid milad un-nabi,,karak,33.1193,71.0951,kpk,Karak Police & Rangers Station,police_rangers,high,open,,police_rangers,,,4,23,24,2,250.0,['district headquarter hospital karak'],11.69,53.042
2010-03-05,2010,19 Raby` al-awal 1431 A.H,Working Day,,,hangu,33.5351,71.0713,kpk,Tal parachinar road in the jurisdiction of dandore area of Hangu,attack on Convoy,low,open,,civilian,shiite,12,14,30,35,1,12.0,['cmh tal hospital district headquarters hospital hangu'],12.35,54.23
2010-03-08,2010,22 Raby` al-awal 1431 A.H,Working Day,,8:20:00 AM,lahore,31.5451,74.3407,punjab,(SIA ) office-model Town area,office building,high,open,,military,,13,14,80,100,1,600.0,['jinna hospital general hosptal shaikh zayed hospital ittefaq hospital'],20.46,68.828
2010-03-12,2010,26 Raby` al-awal 1431 A.H,Working Day,,12:45:00 PM,lahore,31.5451,74.3407,punjab,LahoreCant R.A Bazar Stop,military,high,open,,military,sunni,43,57,90,100,2,12.0,['children hospital'],23.32,73.976
2010-03-13,2010,27 Raby` al-awal 1431 A.H,Working Day,,9:15:00 AM,swat,35.2227,72.4258,kpk,District court Checkpost,police_rangers,high,open,,police_rangers,,14,17,52,60,1,14.0,[' judical complex'],16.365,61.457
2010-03-29,2010,13 Raby` al-THaany 1431 A.H.,Working Day,,,tank,32.226,70.3761,kpk,office of Pro-govt tribal leader-Misbahhuddin mehsud,government,medium,closed,,anti_militants,sunni,,2,,2,1,0.0,,16.64,61.952
2010-03-29,2010,13 Raby` al-THaany 1431 A.H.,Working Day,,,bajaur agency,34.8718,71.5249,fata,Lagharai area in Bajaur,attack on Convoy,low,open,Leader of anti-militants lashkar,anti_militants,sunni,,2,5,8,1,0.0,['agency headquarter hospital in khar'],19.45,67.01
2010-04-05,2010,20 Raby` al-THaany 1431 A.H.,Working Day,,,peshawar,34.0043,71.5448,kpk,U.S. consulate peshwar,foreign,high,open,,foreigner,christian,6,8,,0,1,0.0,,23.135,73.643
2010-04-05,2010,20 Raby` al-THaany 1431 A.H.,Working Day,,12:00 ,dir,34.8453,71.9046,kpk,ANP rally in Timergara ,hotel,medium,open,,government official,,50,56,75,120,3,0.0,['lady reading hospital khaber teaching hospital'],21.1,69.98
2010-04-16,2010,2 Jumaada al-awal 1431 A.H,Working Day,,,quetta,30.2095,67.0182,balochistan,Quettacivil Hospital ,hospital,low,closed,,government official,shiite,,11,35,40,1,15.0,['civil hospital bolan medical complex  cmh'],25.14,77.252
2010-04-17,2010,3 Jumaada al-awal 1431 A.H,Working Day,,"12:00:00 PM,11:55 AM",kohat,33.5833,71.4333,kpk,IDP camp-kacha Pakha area on Hangu Road Kohat,parks_grounds,low,open,,civilian,,41,44,60,70,2,12.0,['district headquarter hospital  liaqat hospital'],28.745,83.741
2010-04-18,2010,4 Jumaada al-awal 1431 A.H,Holiday,weekend,7:15:00 AM,kohat,33.5833,71.4333,kpk,KohatPolice & Rangers Station,police_rangers,high,closed,,police_rangers,,,7,30,32,1,250.0,['district headquarter hospital'],26.62,79.916
2010-04-19,2010,5 Jumaada al-awal 1431 A.H,Working Day,,12:30:00 PM,peshawar,34.0043,71.5448,kpk,Protest demonstration Qissa Khawani Bazaar,parks_grounds,low,open,Jamit-i-Islam members,anti_militants,sunni,23,24,27,49,1,8.0,['lady reading hospital'],25.96,78.728
2010-04-28,2010,14 Jumaada al-awal 1431 A.H,Working Day,,4:05:00 AM,peshawar,34.0043,71.5448,kpk,Pir Bala Police & Rangers Check post ,police_rangers,high,open,,police_rangers,,4,5,11,14,1,300.0,['lady reading hospital'],26.47,79.646
2010-05-01,2010,17 Jumaada al-awal 1431 A.H,Holiday,labour day,,swat,35.2227,72.4258,kpk,Sohrab Khan Market town Mingora ,market,low,open,,civilian,,3,7,9,16,1,15.0,,23.315,73.967
2010-05-02,2010,18 Jumaada al-awal 1431 A.H,Holiday,weekend,,bajaur agency,34.8718,71.5249,fata,Bilalabad area near Khar town,military,high,open,,military,,,0,,0,1,0.0,,27.025,80.645
2010-05-28,2010,14 Jumaada al-THaany 1431 A.H,Working Day,,,lahore,31.5451,74.3407,punjab,Model Town and garhi shahu  Lahore,religious,medium,closed,,civilian,ahmedi,80,95,92,200,1,0.0,,31.495,88.691
2010-07-01,2010,19 Rajab 1431 A.H,Working Day,,"10:46:00 PM,11:00 PM",lahore,31.5451,74.3407,punjab,Data Darbar-Lahore,religious,medium,closed,,civilian,,40,42,,175,2,20.0,[' mayo hospital sir ganga ram hospital  services hospital'],32.37,90.266
2010-07-09,2010,27 Rajab 1431 A.H,Working Day,,,mohmand agency,32.9746,70.1456,fata,"Yakka Ghund Tehsil
of Mohmand agency ",parks_grounds,low,open,,government official,,65,80,104,110,2,0.0,['lady reading hospital peshwar'],26.725,80.105
2010-07-12,2010,30 Rajab 1431 A.H,Working Day,,,kohat,33.5833,71.4333,kpk,outside the guest house of a pro-Government tribal elder-Malik Swab Khan-in KohatDistrict,government,low,open,,government official,,,0,,0,1,0.0,,32.205,89.969
2010-07-18,2010,6 SHa`baan 1431 A.H,Holiday,weekend,,sargodha,32.0791,72.6718,punjab,Dar-ul-uloom muhamdia imambargh,religious,medium,closed,,religious,shiite,3,4,9,26,1,0.0,,34.805,94.649
2010-07-26,2010,14 SHa`baan 1431 A.H,Working Day,,,nowshehra,34.0322,73.0944,kpk,"Nowshera near
Provincial Info Ministr house ",residence,medium,closed,,government official,sunni,,8,23,25,1,10.0,['lady reading hospital peshwar'],31.52,88.736
2010-08-04,2010,23 SHa`baan 1431 A.H,Working Day,,4:30 PM,peshawar,34.0043,71.5448,kpk,FC chowk near Dean's trade center,attack on Convoy,high,open,,military,,3,4,11,14,1,10.0,,28.59,83.462
2010-08-23,2010,13 RamaDHaan 1431 A.H.,Working Day,,,waziristan,32.3202,69.8597,fata,Wana-mosque,religious,medium,closed,Pro-Government cleric,anti_militants,sunni,26,30,,40,1,20.0,,25.23,77.414
2010-09-01,2010,23 RamaDHaan 1431 A.H,Working Day,,"6:55pm,7:00pm,7:10pm",lahore,31.5451,74.3407,punjab,1)First blast lower mal gate 2)Ghaznavi street urdu bazar 3) Bhati Chowk ,parks_grounds,low,open,Yaum-e-Ali,religious,shiite,27,43,150,243,3,0.0,[')mayo hospital )sir ganga ram hospital'],31.97,89.546
2010-09-03,2010,24 RamaDHaan 1431 A.H.,Working Day,,,quetta,30.2095,67.0182,balochistan,Mizan chowk Quetta,parks_grounds,low,open,Al-Quds Rally organized by Imamia stdents organization,civilian,,54,62,150,200,1,15.0,['combined miltry hospital                civil hospital'],26.745,80.141
2010-09-03,2010,24 RamaDHaan 1431 A.H.,Working Day,,,mardan,34.1982,72.0444,kpk,worship place of the Ahmedis in Muslimabad area ,religious,medium,closed,,religious,,,1,,4,1,0.0,,27.875,82.175
2010-09-06,2010,27 RamaDHaan 1431 A.H,Holiday,defence day,7:05:00 AM,lakki marwat,32.6018,70.9148,kpk,lakki marwat Police & Rangers Station,police_rangers,high,closed,,police_rangers,,15,19,34,57,1,600.0,['civil hospital      dhq hospital'],26.635,79.943
2010-09-09,2010,30 RamaDHaan 1431 A.H,Working Day,,12:30:00 PM,quetta,30.2095,67.0182,balochistan,"Raily Housing Society
Near Finance Minnister
House Quetta",residence,medium,open,,government official,,2,5,3,6,1,15.0,,25.8,78.44
2010-10-07,2010,28 SHawwal 1431 A.H,Working Day,,6:45:00 PM,karachi,24.9918,66.9911,sindh,Shrine of Abdullah shah ghazi in Clifton,religious,medium,closed,Attendess at shrine,religious,sunni,6,10,60,77,2,6.0,[' jpmc civil hospital khi'],30.45,86.81
2010-10-18,2010,10 Thw al-Qi`dah 1431 A.H,Working Day,,,lakki marwat,32.6018,70.9148,kpk,jabukhel village,parks_grounds,low,open,Police & Rangers tried to stop the car but the driver exploded the car in residential area,civilian,,,,5,14,1,1200.0,,20.785,69.413
2010-11-01,2010,24 Thw al-Qi`dah 1431 A.H,Working Day,,8:45:00 AM,swabi,34.1335,72.4702,kpk,District Shahmanoor Police & Rangers Lines Swabi,police_rangers,high,open,,police_rangers,,2,5,10,13,1,12.0,['judicial complex'],18.87,65.966
2010-11-05,2010,28 Thw al-Qi`dah 1431 A.H,Working Day,,1:30:00 PM,dara adam khel,33.6854,71.5131,kpk,Dara Adam Khel Corwded Mosque ,religious,medium,closed,,religious,sunni,61,76,70,132,1,15.0,['district headqurters hospital lady reading hospital'],20.1,68.18
2010-11-11,2010,5 Thw al-Hijjah 1431 A.H,Working Day,,8:10:00 PM,karachi,24.9918,66.9911,sindh,Crime Investigation Department,military,high,closed,,military,,16,20,100,140,1,1000.0,,28.175,82.715
2010-11-11,2010,5 Thw al-Hijjah 1431 A.H,Working Day,,,poonch,33.8243,73.7949,ajk,Rawalacot Security force vehicle,attack on Convoy,low,open,,military,,,0,,2,1,0.0,['zahid hospital'],18.315,64.967
2010-11-14,2010,8 Thw al-Hijjah 1431 A.H,Holiday,weekend,,waziristan,32.3202,69.8597,fata,Shakai village ,market,low,open,,anti_militants,sunni,,1,,8,1,0.0,['wana hospital'],7.985,46.373
2010-11-30,2010,24 Thw al-Hijjah 1431 A.H,Working Day,,8:45:00 AM,bannu,32.935,70.6688,kpk,near furniture market-Banu,attack on Convoy,high,open,Police & Rangers van crossing the chowk,police_rangers,,2,6,6,22,1,12.0,,9.975,49.955
2010-12-06,2010,30 Thw al-Hijjah 1431 A.H,Working Day,,2:00:00 PM,mohmand agency,32.9746,70.1456,fata,"Mohmad Agency-Ghalani area-Political 
Agent office ",government,high,closed,,government official,,40,50,60,100,2,0.0,['tehsil headquarters ghalani lady reading'],5.08,41.144
2010-12-07,2010,1 MuHarram 1432 A.H,Working Day,,,quetta,30.2095,67.0182,balochistan,railway level crossing sryab pattak,transport,low,open,Minister Balochistan,government official,,,,10,12,1,0.0,['cmh'],4.51,40.118
2010-12-08,2010,2 MuHarram 1432 A.H,Working Day,,1:00:00 PM,kohat,33.5833,71.4333,kpk,KohatBus stand,transport,low,open,,civilian,,18,20,,32,1,10.0,,12.205,53.969
2010-12-10,2010,4 MuHarram 1432 A.H,Working Day,,4:00:00 PM,hangu,33.5351,71.0713,kpk,Pass Killay area-under construction Private Hospital,hospital,low,closed,,civilian,,10,17,16,30,1,400.0,['hospitals in kohatdivision'],10.385,50.693
2010-12-23,2010,17 MuHarram 1432 A.H,Working Day,,,islamabad,33.718,73.0718,capital,Entrance to imambargah,religious,medium,closed,,religious,sunni,,1,,2,1,0.0,,11.73,53.114
2010-12-24,2010,18 MuHarram 1432 A.H,Working Day,,,peshawar,34.0043,71.5448,kpk,Mall road peshawar,police_rangers,high,open,Police & Rangers was not sure about the bmbers target,civilian,,,4,,24,1,10.0,"['lady reading hospital', 'cmh']",10.845,51.521
2010-12-25,2010,19 MuHarram 1432 A.H,Holiday,christmas/birthday of quaid-e-azam,,bajaur agency,34.8718,71.5249,fata,WFP office Khar,foreign,high,closed,target was Police & Rangers checkpost,police_rangers,,42,47,80,105,1,0.0,,9.705,49.469
2010-12-27,2010,21 MuHarram 1432 A.H,Working Day,,Evening,muzaffarabad,34.3597,73.4711,ajk,Procession from Neelam Valley,parks_grounds,medium,open,,religious,shiite,,7,,65,1,0.0,,9.24,48.632
2011-01-12,2011,8 safar 1432 A.H,Working Day,,Evening,bannu,32.935,70.6688,kpk,Bannu Police & Rangers Station,religious,medium,closed,,civilian,sunni,18,20,15,20,1,1000.0,"[""bannu's main hospital""]",7.775,45.995
2011-01-25,2011,21 safar 1432 A.H,Working Day,,Evening,lahore,31.5451,74.3407,punjab,Urdu Bazar intersection on circular road,police_rangers,high,open,Hazrat Imam Hussain Chehlum Procession,religious,shiite,11,17,71,80,1,5.0,"['mayo hospital', 'ganagaram hospital']",14.165,57.497
2011-01-27,2011,23 safar 1432 A.H,Working Day,,,bajaur agency,34.8718,71.5249,fata,Sarameena area of Khar tehsil in the Bajaur Agency,military,high,open,,military,,,0,,0,1,0.0,,10.395,50.711
2011-01-31,2011,27 safar 1432 A.H,Working Day,,Morning,peshawar,34.0043,71.5448,kpk,Kohatroad Garhi Kamruddin over head bridge,attack on Convoy,high,open,Police & Rangers car,police_rangers,,5,7,14,16,1,7.0,,14.355,57.839
2011-02-10,2011,7 Raby` al-awal 1432 A.H,Working Day,,"8:00 AM,8:15:00 AM",mardan,34.1982,72.0444,kpk,Punjab Regiment Center,military,high,open,,military,,28,36,35,50,1,9.0,"['cmh mardan', 'cmh rawalpindi']",11.06,51.908
2011-02-11,2011,8 Raby` al-awal 1432 A.H,Working Day,,,mohmand agency,32.9746,70.1456,fata,Dabo Dheri checkpost in Prang Ghar ,police_rangers,high,open,,police_rangers,,,1,,3,1,0.0,,1.445,34.601
2011-02-12,2011,9 Raby` al-awal 1432 A.H,Working Day,,Saturday Morning,malakand,34.503,71.9046,kpk,Batakhel area,residence,low,closed,security forces were trying to arest the bomber,military,,1,3,,,1,0.0,,8.305,46.949
2011-02-19,2011,16 Raby` al-awal 1432 A.H,Working Day,,,bannu,32.935,70.6688,kpk,Police & Rangers station in bannu,police_rangers,high,open,,police_rangers,,,,,4,1,0.0,,5.45,41.81
2011-03-01,2011,26 Raby` al-awal 1432 A.H,Working Day,,Night,karachi,24.9918,66.9911,sindh,near MDA flats along national highway-in Shah Latif Town,parks_grounds,low,open,,civilian,,,0,,0,1,0.0,,23.53,74.354
2011-03-03,2011,28 Raby` al-awal 1432 A.H,Working Day,,,hangu,33.5351,71.0713,kpk,spin khawri chowk,attack on Convoy,low,open,,police_rangers,,5,9,30,36,1,400.0,,9.565,49.217
2011-03-09,2011,4 Raby` al-THaany 1432 A.H,Working Day,,,peshawar,34.0043,71.5448,kpk,Adezai Village-sheikh Neka graveyard,parks_grounds,low,open,,anti_militants,sunni,37,43,,52,1,16.0,['lady reading hospital'],18.605,65.489
2011-03-24,2011,19 Raby` al-THaany 1432 A.H,Working Day,,8:00 AM,hangu,33.5351,71.0713,kpk,Rescue 15 Building adjecent to Police & Rangers station in Thall,police_rangers,high,open,,police_rangers,,5,8,25,30,1,250.0,['cmh thall'],22.185,71.933
2011-03-30,2011,25 Raby` al-THaany 1432 A.H,Working Day,,"10:45 AM,11:00 AM",swabi,34.1335,72.4702,kpk,Peshawar- IslamabadMotorway-Swabi Interchange,police_rangers,high,open,,government official,,10,13,12,23,1,8.0,"['shahmansoor hospital complex', 'swabi district hospital', 'khunda civil hospital ', '  lrh peshawar']",20.12,68.216
2011-03-31,2011,26 Raby` al-THaany 1432 A.H,Working Day,,12:45 PM,charsadda,34.1509,71.7359,kpk,Near DCO office-Nowshehra road,parks_grounds,low,open,,government official,,,12,20,42,1,0.0,['lady reading hospital'],19.405,66.929
2011-04-01,2011,27 Raby` al-THaany 1432 A.H,Working Day,,,dara adam khel,33.6854,71.5131,kpk,near a mosque in Dara adam khel bazar-khalid market,market,low,open,peace committee members were present in mosque,anti_militants,sunni,,1,2,8,1,8.0,,18.315,64.967
2011-04-03,2011,29 Raby` al-THaany 1432 A.H,Holiday,weekend,5:16:00 PM,d.g khan,30.05,70.6333,kpk,sakhi arwar shrine-40 km away from D.G Khan,religious,medium,open,Urs ceremony,religious,sunni,42,50,100,114,2,0.0,"['sakhi sarwar civil hospital', 'dera district headquarters hospital']",23.035,73.463
2011-04-04,2011,30 Raby` al-THaany 1432 A.H,Working Day,,Monday After Noon,dir,34.8453,71.9046,kpk,Bargain Car market in Munda area of Lower Dir District,market,low,open,,anti_militants,sunni,7,9,22,30,1,8.0,['temargara hospital'],16.585,61.853
2011-04-07,2011,3 Jumaada al-awal 1432 A.H,Working Day,,7:50 AM,quetta,30.2095,67.0182,balochistan,Gulistan road-also known as Police & Rangers lines,residence,medium,open,,police_rangers,,,1,17,19,1,180.0,"['civil hospital', 'cmh']",20.76,69.368
2011-04-23,2011,19 Jumaada al-awal 1432 A.H,Working Day,,,bajaur agency,34.8718,71.5249,fata,Salarzai area-65 km northeast of khar,attack on Convoy,low,open,,anti_militants,sunni,,5,5,8,1,0.0,['agency headquarter hospital in miranshah'],26.34,79.412
2011-05-13,2011,,Working Day,,6:00 AM,charsadda,34.1509,71.7359,kpk,FC headquarters in Shabqadar-30km from peshawar,military,high,open,FC personnel were gathered there,military,,82,95,128,140,2,18.0,['lrh'],29.285,84.713
2011-05-14,2011,,Working Day,,"11:20:00 AM,11:00 AM",d.g khan,30.05,70.6333,kpk,MCB bank-Main bazar of Taunsa Sharif,bank,low,open,,civilian,,,3,,9,1,0.0,,33.87,92.966
2011-05-25,2011,,Working Day,,4:40 AM,peshawar,34.0043,71.5448,kpk,CID station,police_rangers,high,closed,,police_rangers,,8,11,41,48,1,300.0,"['lady reading hospital', 'khyber teaching complex', 'hayatabad medical complex']",33.975,93.155
2011-05-26,2011,,Working Day,,6:00 PM,hangu,33.5351,71.0713,kpk,checkpoint close to Hangu Police & Rangers station and hangu DPO office,police_rangers,high,open,,police_rangers,,28,32,55,60,1,450.0,['hungu district headquarter hospital'],27.53,81.554
2011-05-28,2011,,Working Day,,10:00 AM,bajaur agency,34.8718,71.5249,fata,Bajaur Agency's salarzai village-near Afghan border,market,low,open,,anti_militants,sunni,,8,,11,1,0.0,['khar agency headquarter hospital'],30.06,86.108
2011-06-05,2011,,Holiday,weekend,8:45 PM,nowshehra,34.0322,73.0944,kpk,Army run Bakery on Mall road-Nowshehra cantt,military,high,closed,,military,,18,19,28,45,1,8.0,['lady reading hospital'],32.48,90.464
2011-06-12,2011,,Holiday,weekend,11:45 PM,peshawar,34.0043,71.5448,kpk,Khyber super market-Peshawarcantt,market,low,open,,civilian,,32,35,80,107,1,10.0,['lady reading hospital'],31.05,87.89
2011-06-13,2011,,Working Day,,3:00 PM,islamabad,33.718,73.0718,capital,silk bank in I-8 markaz,bank,low,open,,civilian,,1,2,4,6,1,7.0,"['pims', 'shifa international hospital']",32.085,89.753
2011-06-25,2011,,Working Day,,,d.g khan,31.8238,70.9095,kpk,Kolache Town,police_rangers,high,closed,,police_rangers,,,10,3,5,1,0.0,,32.925,91.265
2011-07-11,2011,,Working Day,,,peshawar,34.0043,71.5448,kpk,Bazar in Central Battagram,market,low,open,,government official,,,7,25,26,1,0.0,['battagram district headquarters hospital'],31.545,88.781
2011-07-21,2011,,Working Day,,,waziristan,32.3202,69.8597,fata,South waziristan,attack on Convoy,low,open,,foreigner,,,,,2,1,0.0,"['j', 'ola hospital']",24.3,75.74
2011-07-24,2011,,Holiday,weekend,,waziristan,32.3202,69.8597,fata,Security Checkpost in chak Malai Area,military,high,open,,military,,,1,,7,1,0.0,,25.195,77.351
2011-08-06,2011,,Working Day,,,mohmand agency,32.9746,70.1456,fata,Danish Kol Bazaar Pandyali,market,low,open,,military,,,1,,0,1,0.0,,24.745,76.541
2011-08-11,2011,,Working Day,,,peshawar,34.0043,71.5448,kpk,Check post near lahori gate,police_rangers,high,open,,police_rangers,,0,2,,12,1,0.0,,30.1,86.18
2011-08-19,2011,,Working Day,,Friday prayer time,khyber agency,34.0211,71.2874,kpk,Jamia Masjid Madina in Ghundi Area of Jamrud,religious,medium,closed,,civilian,,47,60,70,130,1,0.0,"['tehsil headquarters hospital jamrud', 'hayatabad medical complex', 'khyber teaching hospital']",30.6,87.08
